manta_path,xiris_path,P,V,L,H
1707152505371467900.png,1707152505361022100.png,0.0,0.0,0.14285714285714285,0.2786885245901639
1707152505371467900.png,1707152505378159100.png,0.0,0.0,0.15476190476190477,0.2786885245901639
1707152505382841800.png,1707152505378159100.png,0.0,0.0,0.15476190476190477,0.2786885245901639
1707152505394048500.png,1707152505378159100.png,0.0,0.0,0.15476190476190477,0.2786885245901639
1707152505394048500.png,1707152505395727800.png,0.0,0.0,0.16666666666666663,0.3114754098360656
1707152505405771000.png,1707152505395727800.png,0.0,0.0,0.16666666666666663,0.3114754098360656
1707152505405771000.png,1707152505412431700.png,0.0,0.0,0.1785714285714285,0.34426229508196726
1707152505416416500.png,1707152505412431700.png,0.0,0.0,0.1785714285714285,0.34426229508196726
1707152505427713800.png,1707152505412431700.png,0.0,0.0,0.1785714285714285,0.34426229508196726
1707152505427713800.png,1707152505430571100.png,0.0,0.0,0.18452380952380953,0.34426229508196726
1707152505439049100.png,1707152505430571100.png,0.0,0.0,0.18452380952380953,0.34426229508196726
1707152505439049100.png,1707152505447648000.png,0.0,0.0,0.20238095238095233,0.3606557377049181
1707152505450342100.png,1707152505447648000.png,0.0,0.0,0.20238095238095233,0.3606557377049181
1707152505461528100.png,1707152505447648000.png,0.0,0.0,0.20238095238095233,0.3606557377049181
1707152505461528100.png,1707152505464689600.png,0.0,0.0,0.2142857142857143,0.34426229508196726
1707152505472860800.png,1707152505464689600.png,0.0,0.0,0.2142857142857143,0.34426229508196726
1707152505472860800.png,1707152505481895000.png,0.0,0.0,0.22619047619047616,0.3770491803278688
1707152505484134000.png,1707152505481895000.png,0.0,0.0,0.22619047619047616,0.3770491803278688
1707152505495336300.png,1707152505481895000.png,0.0,0.0,0.22619047619047616,0.3770491803278688
1707152505495336300.png,1707152505498922500.png,0.0,0.0,0.2321428571428571,0.3770491803278688
1707152505506701100.png,1707152505498922500.png,0.0,0.0,0.2321428571428571,0.3770491803278688
1707152505506701100.png,1707152505515943400.png,0.0,0.0,0.24404761904761907,0.3770491803278688
1707152505518225200.png,1707152505515943400.png,0.0,0.0,0.24404761904761907,0.3770491803278688
1707152505529395000.png,1707152505515943400.png,0.0,0.0,0.24404761904761907,0.3770491803278688
1707152505529395000.png,1707152505533579600.png,0.0,0.0,0.25595238095238093,0.39344262295081966
1707152505541830900.png,1707152505533579600.png,0.0,0.0,0.25595238095238093,0.39344262295081966
1707152505541830900.png,1707152505550890500.png,0.0,0.0,0.2678571428571428,0.4098360655737705
1707152505551754300.png,1707152505550890500.png,0.0,0.0,0.2678571428571428,0.4098360655737705
1707152505563053300.png,1707152505550890500.png,0.0,0.0,0.2678571428571428,0.4098360655737705
1707152505563053300.png,1707152505568862900.png,0.0,0.0,0.27976190476190477,0.42622950819672134
1707152505574617100.png,1707152505568862900.png,0.0,0.0,0.27976190476190477,0.42622950819672134
1707152505585635800.png,1707152505568862900.png,0.0,0.0,0.27976190476190477,0.42622950819672134
1707152505585635800.png,1707152505586425100.png,0.0,0.0,0.29166666666666663,0.459016393442623
1707152505596873100.png,1707152505586425100.png,0.0,0.0,0.29166666666666663,0.459016393442623
1707152505596873100.png,1707152505603799200.png,0.0,0.0,0.3035714285714285,0.47540983606557385
1707152505608278000.png,1707152505603799200.png,0.0,0.0,0.3035714285714285,0.47540983606557385
1707152505619332800.png,1707152505603799200.png,0.0,0.0,0.3035714285714285,0.47540983606557385
1707152505619332800.png,1707152505621579100.png,0.0,0.0,0.30952380952380953,0.459016393442623
1707152505630597300.png,1707152505621579100.png,0.0,0.0,0.30952380952380953,0.459016393442623
1707152505630597300.png,1707152505639202000.png,0.0,0.0,0.3214285714285714,0.4426229508196722
1707152505641988600.png,1707152505639202000.png,0.0,0.0,0.3214285714285714,0.4426229508196722
1707152505653260800.png,1707152505639202000.png,0.0,0.0,0.3214285714285714,0.4426229508196722
1707152505653260800.png,1707152505657100400.png,0.0,0.0,0.33333333333333326,0.5081967213114755
1707152505664608200.png,1707152505657100400.png,0.0,0.0,0.33333333333333326,0.5081967213114755
1707152505664608200.png,1707152505673767900.png,0.0,0.0,0.34523809523809523,0.4918032786885247
1707152505675860600.png,1707152505673767900.png,0.0,0.0,0.34523809523809523,0.4918032786885247
1707152505687066300.png,1707152505673767900.png,0.0,0.0,0.34523809523809523,0.4918032786885247
1707152505687066300.png,1707152505690038300.png,0.0,0.0,0.34523809523809523,0.4918032786885247
1707152505698851000.png,1707152505690038300.png,0.0,0.0,0.34523809523809523,0.4918032786885247
1707152505698851000.png,1707152505706418200.png,0.0,0.0,0.35119047619047616,0.5081967213114755
1707152505709618700.png,1707152505706418200.png,0.0,0.0,0.35119047619047616,0.5081967213114755
1707152505720858500.png,1707152505706418200.png,0.0,0.0,0.35119047619047616,0.5081967213114755
1707152505720858500.png,1707152505723589100.png,0.0,0.0,0.3571428571428571,0.5245901639344264
1707152505732052300.png,1707152505723589100.png,0.0,0.0,0.3571428571428571,0.5245901639344264
1707152505732052300.png,1707152505739899400.png,0.0,0.0,0.375,0.5245901639344264
1707152505743922100.png,1707152505739899400.png,0.0,0.0,0.375,0.5245901639344264
1707152505755510900.png,1707152505739899400.png,0.0,0.0,0.375,0.5245901639344264
1707152505755510900.png,1707152505756092500.png,0.0,0.0,0.38095238095238093,0.5573770491803278
1707152505767115700.png,1707152505756092500.png,0.0,0.0,0.38095238095238093,0.5573770491803278
1707152505767115700.png,1707152505772432100.png,0.0,0.0,0.38095238095238093,0.540983606557377
1707152505777143000.png,1707152505772432100.png,0.0,0.0,0.38095238095238093,0.540983606557377
1707152505788394200.png,1707152505772432100.png,0.0,0.0,0.38095238095238093,0.540983606557377
1707152505788394200.png,1707152505789394900.png,0.0,0.0,0.38690476190476186,0.5573770491803278
1707152505799738700.png,1707152505789394900.png,0.0,0.0,0.38690476190476186,0.5573770491803278
1707152505799738700.png,1707152505805914600.png,0.0,0.0,0.38690476190476186,0.5573770491803278
1707152505810938300.png,1707152505805914600.png,0.0,0.0,0.38690476190476186,0.5573770491803278
1707152505810938300.png,1707152505822497500.png,0.0,0.0,0.3928571428571428,0.5737704918032787
1707152505822822800.png,1707152505822497500.png,0.0,0.0,0.3928571428571428,0.5737704918032787
1707152505833380300.png,1707152505822497500.png,0.0,0.0,0.3928571428571428,0.5737704918032787
1707152505833380300.png,1707152505838744000.png,0.0,0.0,0.40476190476190477,0.5737704918032787
1707152505845156000.png,1707152505838744000.png,0.0,0.0,0.40476190476190477,0.5737704918032787
1707152505845156000.png,1707152505856047600.png,0.0,0.0,0.40476190476190477,0.6065573770491803
1707152505856484500.png,1707152505856047600.png,0.0,0.0,0.40476190476190477,0.6065573770491803
1707152505867680300.png,1707152505856047600.png,0.0,0.0,0.40476190476190477,0.6065573770491803
1707152505867680300.png,1707152505874253400.png,0.0,0.0,0.40476190476190477,0.6229508196721312
1707152505878816100.png,1707152505874253400.png,0.0,0.0,0.40476190476190477,0.6229508196721312
1707152505890121300.png,1707152505874253400.png,0.0,0.0,0.40476190476190477,0.6229508196721312
1707152505890121300.png,1707152505892141300.png,0.0,0.0,0.4107142857142857,0.639344262295082
1707152505901479100.png,1707152505892141300.png,0.0,0.0,0.4107142857142857,0.639344262295082
1707152505901479100.png,1707152505909035600.png,0.0,0.0,0.41666666666666663,0.6229508196721312
1707152505912660600.png,1707152505909035600.png,0.0,0.0,0.41666666666666663,0.6229508196721312
1707152505923893700.png,1707152505909035600.png,0.0,0.0,0.41666666666666663,0.6229508196721312
1707152505923893700.png,1707152505926780400.png,0.0,0.0,0.41666666666666663,0.6557377049180328
1707152505935116000.png,1707152505926780400.png,0.0,0.0,0.41666666666666663,0.6557377049180328
1707152505935116000.png,1707152505943571400.png,0.0,0.0,0.42261904761904756,0.6557377049180328
1707152505946361900.png,1707152505943571400.png,0.0,0.0,0.42261904761904756,0.6557377049180328
1707152505957666600.png,1707152505943571400.png,0.0,0.0,0.42261904761904756,0.6557377049180328
1707152505957666600.png,1707152505960827700.png,0.0,0.0,0.41666666666666663,0.6721311475409837
1707152505968916700.png,1707152505960827700.png,0.0,0.0,0.41666666666666663,0.6721311475409837
1707152505968916700.png,1707152505977745500.png,0.0,0.0,0.4285714285714285,0.6721311475409837
1707152505980274700.png,1707152505977745500.png,0.0,0.0,0.4285714285714285,0.6721311475409837
1707152505991507600.png,1707152505977745500.png,0.0,0.0,0.4285714285714285,0.6721311475409837
1707152505991507600.png,1707152505996725100.png,0.0,0.0,0.42261904761904756,0.6721311475409837
1707152506002643300.png,1707152505996725100.png,0.0,0.0,0.42261904761904756,0.6721311475409837
1707152506014097300.png,1707152505996725100.png,0.0,0.0,0.42261904761904756,0.6721311475409837
1707152506014097300.png,1707152506014859400.png,0.0,0.0,0.42261904761904756,0.6721311475409837
1707152506025258700.png,1707152506014859400.png,0.0,0.0,0.42261904761904756,0.6721311475409837
1707152506025258700.png,1707152506032563700.png,0.0,0.0,0.42261904761904756,0.6721311475409837
1707152506036365700.png,1707152506032563700.png,0.0,0.0,0.42261904761904756,0.6721311475409837
1707152506047821500.png,1707152506032563700.png,0.0,0.0,0.42261904761904756,0.6721311475409837
1707152506047821500.png,1707152506050434000.png,0.0,0.0,0.41666666666666663,0.6721311475409837
1707152506058930900.png,1707152506050434000.png,0.0,0.0,0.41666666666666663,0.6721311475409837
1707152506058930900.png,1707152506067746400.png,0.0,0.0,0.41666666666666663,0.6885245901639345
1707152506070267000.png,1707152506067746400.png,0.0,0.0,0.41666666666666663,0.6885245901639345
1707152506081406500.png,1707152506067746400.png,0.0,0.0,0.41666666666666663,0.6885245901639345
1707152506081406500.png,1707152506084292100.png,0.0,0.0,0.41666666666666663,0.6885245901639345
1707152506092865900.png,1707152506084292100.png,0.0,0.0,0.41666666666666663,0.6885245901639345
1707152506092865900.png,1707152506100497100.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506105109800.png,1707152506100497100.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506115390100.png,1707152506100497100.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506115390100.png,1707152506116729500.png,0.0,0.0,0.4285714285714285,0.6885245901639345
1707152506126646200.png,1707152506116729500.png,0.0,0.0,0.4285714285714285,0.6885245901639345
1707152506126646200.png,1707152506133819000.png,0.0,0.0,0.4285714285714285,0.6885245901639345
1707152506137989500.png,1707152506133819000.png,0.0,0.0,0.4285714285714285,0.6885245901639345
1707152506149147900.png,1707152506133819000.png,0.0,0.0,0.4285714285714285,0.6885245901639345
1707152506149147900.png,1707152506149941600.png,0.0,0.0,0.42261904761904756,0.7049180327868854
1707152506160358800.png,1707152506149941600.png,0.0,0.0,0.42261904761904756,0.7049180327868854
1707152506160358800.png,1707152506165956000.png,0.0,0.0,0.4107142857142857,0.7213114754098362
1707152506171683700.png,1707152506165956000.png,0.0,0.0,0.4107142857142857,0.7213114754098362
1707152506171683700.png,1707152506182190500.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506182902600.png,1707152506182190500.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506194112900.png,1707152506182190500.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506194112900.png,1707152506199535100.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506205385700.png,1707152506199535100.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506205385700.png,1707152506215742200.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506216766000.png,1707152506215742200.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506227989700.png,1707152506215742200.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506227989700.png,1707152506231994500.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506239226800.png,1707152506231994500.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506239226800.png,1707152506248240600.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506251675700.png,1707152506248240600.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506262446200.png,1707152506248240600.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506262446200.png,1707152506264814800.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152506273235700.png,1707152506264814800.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152506273235700.png,1707152506281113600.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506284389300.png,1707152506281113600.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506295709100.png,1707152506281113600.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506295709100.png,1707152506297347100.png,0.0,0.0,0.41666666666666663,0.7213114754098362
1707152506307911600.png,1707152506297347100.png,0.0,0.0,0.41666666666666663,0.7213114754098362
1707152506307911600.png,1707152506313785000.png,0.0,0.0,0.41666666666666663,0.7213114754098362
1707152506318199600.png,1707152506313785000.png,0.0,0.0,0.41666666666666663,0.7213114754098362
1707152506329359200.png,1707152506313785000.png,0.0,0.0,0.41666666666666663,0.7213114754098362
1707152506329359200.png,1707152506330724000.png,0.0,0.0,0.41666666666666663,0.7540983606557377
1707152506340647700.png,1707152506330724000.png,0.0,0.0,0.41666666666666663,0.7540983606557377
1707152506340647700.png,1707152506347016400.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506352203700.png,1707152506347016400.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506352203700.png,1707152506363144500.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506363634600.png,1707152506363144500.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506374466600.png,1707152506363144500.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506374466600.png,1707152506379269400.png,0.0,0.0,0.42261904761904756,0.737704918032787
1707152506386083700.png,1707152506379269400.png,0.0,0.0,0.42261904761904756,0.737704918032787
1707152506386083700.png,1707152506397034700.png,0.0,0.0,0.41666666666666663,0.7540983606557377
1707152506397391700.png,1707152506397034700.png,0.0,0.0,0.41666666666666663,0.7540983606557377
1707152506408904100.png,1707152506397034700.png,0.0,0.0,0.41666666666666663,0.7540983606557377
1707152506408904100.png,1707152506413609400.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506419576100.png,1707152506413609400.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506430837100.png,1707152506413609400.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506430837100.png,1707152506431083300.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506442093800.png,1707152506431083300.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506442093800.png,1707152506448377000.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506453509500.png,1707152506448377000.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506465139400.png,1707152506448377000.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506465139400.png,1707152506465621200.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506475848100.png,1707152506465621200.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506475848100.png,1707152506483059000.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506487254700.png,1707152506483059000.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506498469800.png,1707152506483059000.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506498469800.png,1707152506500282300.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506509852100.png,1707152506500282300.png,0.0,0.0,0.41666666666666663,0.737704918032787
1707152506509852100.png,1707152506517275900.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506524007100.png,1707152506517275900.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506543205100.png,1707152506517275900.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506545404200.png,1707152506517275900.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152506545404200.png,1707152506546274800.png,0.0,0.0,0.42261904761904756,0.7213114754098362
1707152506555178700.png,1707152506546274800.png,0.0,0.0,0.42261904761904756,0.7213114754098362
1707152506555178700.png,1707152506564377600.png,0.0,0.0,0.4107142857142857,0.7213114754098362
1707152506566303400.png,1707152506564377600.png,0.0,0.0,0.4107142857142857,0.7213114754098362
1707152506577522100.png,1707152506564377600.png,0.0,0.0,0.4107142857142857,0.7213114754098362
1707152506577522100.png,1707152506581937600.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506588688300.png,1707152506581937600.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506588688300.png,1707152506599571100.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506599938500.png,1707152506599571100.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506611323700.png,1707152506599571100.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506611323700.png,1707152506617402400.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506622494600.png,1707152506617402400.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506634063100.png,1707152506617402400.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506634063100.png,1707152506634857000.png,0.0,0.0,0.41666666666666663,0.7213114754098362
1707152506645273300.png,1707152506634857000.png,0.0,0.0,0.41666666666666663,0.7213114754098362
1707152506645273300.png,1707152506652997300.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506656228500.png,1707152506652997300.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506668109300.png,1707152506652997300.png,0.0,0.0,0.41666666666666663,0.7049180327868854
1707152506668109300.png,1707152506670253000.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506678777500.png,1707152506670253000.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506678777500.png,1707152506686392100.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506690012900.png,1707152506686392100.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506701316600.png,1707152506686392100.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506701316600.png,1707152506702715400.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506712552200.png,1707152506702715400.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506712552200.png,1707152506718692500.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506723826500.png,1707152506718692500.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152506723826500.png,1707152506734898800.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506735202300.png,1707152506734898800.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506746456900.png,1707152506734898800.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506746456900.png,1707152506750676900.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506757610100.png,1707152506750676900.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506757610100.png,1707152506766624900.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506770281200.png,1707152506766624900.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506780203700.png,1707152506766624900.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506780203700.png,1707152506782868100.png,0.0,0.0,0.3988095238095237,0.6885245901639345
1707152506791717000.png,1707152506782868100.png,0.0,0.0,0.3988095238095237,0.6885245901639345
1707152506791717000.png,1707152506799164800.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506802760100.png,1707152506799164800.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506813968100.png,1707152506799164800.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506813968100.png,1707152506815141600.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506825243400.png,1707152506815141600.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506825243400.png,1707152506831781700.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506836676700.png,1707152506831781700.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506836676700.png,1707152506848001000.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506848295300.png,1707152506848001000.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506859102500.png,1707152506848001000.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506859102500.png,1707152506863849800.png,0.0,0.0,0.3988095238095237,0.6885245901639345
1707152506870245700.png,1707152506863849800.png,0.0,0.0,0.3988095238095237,0.6885245901639345
1707152506870245700.png,1707152506879929800.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506881760500.png,1707152506879929800.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506892911700.png,1707152506879929800.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506892911700.png,1707152506895875500.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506904201700.png,1707152506895875500.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506904201700.png,1707152506911716300.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506915410000.png,1707152506911716300.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506926700400.png,1707152506911716300.png,0.0,0.0,0.40476190476190477,0.6885245901639345
1707152506926700400.png,1707152506927811600.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506938417800.png,1707152506927811600.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506938417800.png,1707152506943777900.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506949442500.png,1707152506943777900.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506960475300.png,1707152506943777900.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506960475300.png,1707152506961444200.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506971773500.png,1707152506961444200.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152506971773500.png,1707152506977673600.png,0.0,0.0,0.3988095238095237,0.7049180327868854
1707152506983136100.png,1707152506977673600.png,0.0,0.0,0.3988095238095237,0.7049180327868854
1707152506983136100.png,1707152506994270900.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152506994590200.png,1707152506994270900.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507005657600.png,1707152506994270900.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507005657600.png,1707152507010457500.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507016878000.png,1707152507010457500.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507016878000.png,1707152507027443600.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507028236200.png,1707152507027443600.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507040185700.png,1707152507027443600.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507040185700.png,1707152507043462600.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507050801600.png,1707152507043462600.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507050801600.png,1707152507059610400.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507062077400.png,1707152507059610400.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507073176600.png,1707152507059610400.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507073176600.png,1707152507075754800.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507084434600.png,1707152507075754800.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507084434600.png,1707152507091471800.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152507095876300.png,1707152507091471800.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152507107134500.png,1707152507091471800.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152507107134500.png,1707152507107563400.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507118476700.png,1707152507107563400.png,0.0,0.0,0.40476190476190477,0.7049180327868854
1707152507118476700.png,1707152507123626000.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152507129641400.png,1707152507123626000.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152507129641400.png,1707152507140153400.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152507140934200.png,1707152507140153400.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152507152215500.png,1707152507140153400.png,0.0,0.0,0.4107142857142857,0.6885245901639345
1707152507152215500.png,1707152507157427800.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152507163546900.png,1707152507157427800.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152507163546900.png,1707152507174454500.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152507174842300.png,1707152507174454500.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152507185862700.png,1707152507174454500.png,0.0,0.0,0.4107142857142857,0.737704918032787
1707152507185862700.png,1707152507191857700.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152507197196900.png,1707152507191857700.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152507208419100.png,1707152507191857700.png,0.0,0.0,0.40476190476190477,0.7213114754098362
1707152507208419100.png,1707152507208549300.png,0.0,0.0,0.4107142857142857,0.7049180327868854
1707152507219659600.png,1707152507208549300.png,0.0,0.0,0.4107142857142857,0.7049180327868854
